"trial","timestamp","event","data"
1,178394,"DISPLAY_ON","BLUE-green.png"
1,179396,"VOICE_KEY",""
2,181537,"DISPLAY_ON","GREEN-brown.png"
2,182356,"VOICE_KEY",""
3,184138,"DISPLAY_ON","PURPLE-purple.png"
3,184809,"VOICE_KEY",""
4,186829,"DISPLAY_ON","BLUE-blue.png"
4,187501,"VOICE_KEY",""
5,189786,"DISPLAY_ON","BLUE-blue.png"
5,190340,"VOICE_KEY",""
6,192565,"DISPLAY_ON","PURPLE-green.png"
6,193497,"VOICE_KEY",""
7,195295,"DISPLAY_ON","BROWN-blue.png"
7,195705,"VOICE_KEY",""
8,197532,"DISPLAY_ON","BLUE-blue.png"
8,198041,"VOICE_KEY",""
9,200202,"DISPLAY_ON","BROWN-brown.png"
9,200608,"VOICE_KEY",""
10,202501,"DISPLAY_ON","BROWN-brown.png"
10,203289,"VOICE_KEY",""
11,205100,"DISPLAY_ON","RED-brown.png"
11,206032,"VOICE_KEY",""
12,208340,"DISPLAY_ON","RED-red.png"
12,209245,"VOICE_KEY",""
13,211345,"DISPLAY_ON","GREEN-green.png"
13,211979,"VOICE_KEY",""
14,214170,"DISPLAY_ON","PURPLE-brown.png"
14,214623,"VOICE_KEY",""
15,216530,"DISPLAY_ON","GREEN-green.png"
15,216930,"VOICE_KEY",""
16,219094,"DISPLAY_ON","PURPLE-purple.png"
16,219486,"VOICE_KEY",""
17,221539,"DISPLAY_ON","BROWN-blue.png"
17,222322,"VOICE_KEY",""
18,224728,"DISPLAY_ON","GREEN-green.png"
18,225384,"VOICE_KEY",""
19,227204,"DISPLAY_ON","BLUE-red.png"
19,228176,"VOICE_KEY",""
20,230300,"DISPLAY_ON","GREEN-red.png"
20,231063,"VOICE_KEY",""
21,232983,"DISPLAY_ON","PURPLE-blue.png"
21,233799,"VOICE_KEY",""
22,235947,"DISPLAY_ON","GREEN-blue.png"
22,236750,"VOICE_KEY",""
23,238521,"DISPLAY_ON","BROWN-brown.png"
23,239087,"VOICE_KEY",""
24,241306,"DISPLAY_ON","PURPLE-purple.png"
24,242129,"VOICE_KEY",""
25,244176,"DISPLAY_ON","RED-red.png"
25,244824,"VOICE_KEY",""
26,246816,"DISPLAY_ON","RED-blue.png"
26,247679,"VOICE_KEY",""
27,249839,"DISPLAY_ON","BROWN-purple.png"
27,250449,"VOICE_KEY",""
28,252665,"DISPLAY_ON","BROWN-red.png"
28,253916,"VOICE_KEY",""
29,256024,"DISPLAY_ON","BLUE-blue.png"
29,256818,"VOICE_KEY",""
30,259285,"DISPLAY_ON","PURPLE-purple.png"
30,259678,"VOICE_KEY",""
31,262019,"DISPLAY_ON","BROWN-green.png"
31,262589,"VOICE_KEY",""
32,264699,"DISPLAY_ON","GREEN-green.png"
32,265538,"VOICE_KEY",""
33,267256,"DISPLAY_ON","RED-green.png"
33,267744,"VOICE_KEY",""
34,269620,"DISPLAY_ON","BLUE-blue.png"
34,270074,"VOICE_KEY",""
35,272002,"DISPLAY_ON","BROWN-brown.png"
35,272394,"VOICE_KEY",""
36,274870,"DISPLAY_ON","PURPLE-red.png"
36,275568,"VOICE_KEY",""
37,277322,"DISPLAY_ON","RED-red.png"
37,277803,"VOICE_KEY",""
38,279985,"DISPLAY_ON","BLUE-brown.png"
38,280925,"VOICE_KEY",""
39,283075,"DISPLAY_ON","BROWN-brown.png"
39,283568,"VOICE_KEY",""
40,285704,"DISPLAY_ON","PURPLE-purple.png"
40,286536,"VOICE_KEY",""
41,289018,"DISPLAY_ON","RED-purple.png"
41,289904,"VOICE_KEY",""
42,291841,"DISPLAY_ON","GREEN-brown.png"
42,292714,"VOICE_KEY",""
43,294869,"DISPLAY_ON","BLUE-purple.png"
43,295696,"VOICE_KEY",""
44,297400,"DISPLAY_ON","GREEN-purple.png"
44,298170,"VOICE_KEY",""
45,300521,"DISPLAY_ON","RED-red.png"
45,301196,"VOICE_KEY",""
46,303224,"DISPLAY_ON","GREEN-green.png"
46,303622,"VOICE_KEY",""
47,305358,"DISPLAY_ON","BLUE-red.png"
47,306046,"VOICE_KEY",""
48,308185,"DISPLAY_ON","PURPLE-green.png"
48,308980,"VOICE_KEY",""
49,311192,"DISPLAY_ON","RED-red.png"
49,312039,"VOICE_KEY",""
50,314216,"DISPLAY_ON","RED-purple.png"
50,314998,"VOICE_KEY",""
