"trial","timestamp","event","data"
1,161052,"DISPLAY_ON","BROWN-brown.png"
1,161455,"VOICE_KEY",""
2,163456,"DISPLAY_ON","BROWN-brown.png"
2,163860,"VOICE_KEY",""
3,166217,"DISPLAY_ON","BLUE-red.png"
3,166698,"VOICE_KEY",""
4,169057,"DISPLAY_ON","GREEN-green.png"
4,169731,"VOICE_KEY",""
5,172022,"DISPLAY_ON","PURPLE-purple.png"
5,172434,"VOICE_KEY",""
6,174611,"DISPLAY_ON","RED-green.png"
6,175023,"VOICE_KEY",""
7,176847,"DISPLAY_ON","BROWN-purple.png"
7,177261,"VOICE_KEY",""
8,179051,"DISPLAY_ON","RED-red.png"
8,179551,"VOICE_KEY",""
9,181360,"DISPLAY_ON","PURPLE-purple.png"
9,181766,"VOICE_KEY",""
10,183603,"DISPLAY_ON","GREEN-green.png"
10,183999,"VOICE_KEY",""
11,185778,"DISPLAY_ON","RED-green.png"
11,186186,"VOICE_KEY",""
12,188194,"DISPLAY_ON","PURPLE-purple.png"
12,188602,"VOICE_KEY",""
13,190424,"DISPLAY_ON","RED-purple.png"
13,191327,"VOICE_KEY",""
14,193066,"DISPLAY_ON","GREEN-brown.png"
14,193541,"VOICE_KEY",""
15,195812,"DISPLAY_ON","RED-red.png"
15,196469,"VOICE_KEY",""
16,198803,"DISPLAY_ON","BLUE-blue.png"
16,199197,"VOICE_KEY",""
17,201566,"DISPLAY_ON","BROWN-brown.png"
17,201957,"VOICE_KEY",""
18,203809,"DISPLAY_ON","PURPLE-red.png"
18,204328,"VOICE_KEY",""
19,206675,"DISPLAY_ON","PURPLE-brown.png"
19,207290,"VOICE_KEY",""
20,209319,"DISPLAY_ON","BLUE-blue.png"
20,209722,"VOICE_KEY",""
21,211904,"DISPLAY_ON","RED-red.png"
21,212314,"VOICE_KEY",""
22,214370,"DISPLAY_ON","RED-red.png"
22,214879,"VOICE_KEY",""
23,217028,"DISPLAY_ON","BROWN-green.png"
23,217419,"VOICE_KEY",""
24,219841,"DISPLAY_ON","GREEN-green.png"
24,220241,"VOICE_KEY",""
25,222050,"DISPLAY_ON","BROWN-brown.png"
25,222550,"VOICE_KEY",""
26,224424,"DISPLAY_ON","BLUE-brown.png"
26,224825,"VOICE_KEY",""
27,227103,"DISPLAY_ON","GREEN-purple.png"
27,227512,"VOICE_KEY",""
28,229879,"DISPLAY_ON","PURPLE-blue.png"
28,230493,"VOICE_KEY",""
29,232983,"DISPLAY_ON","BLUE-purple.png"
29,233395,"VOICE_KEY",""
30,235212,"DISPLAY_ON","RED-blue.png"
30,235602,"VOICE_KEY",""
31,237643,"DISPLAY_ON","BLUE-blue.png"
31,238096,"VOICE_KEY",""
32,239825,"DISPLAY_ON","BLUE-blue.png"
32,240230,"VOICE_KEY",""
33,242714,"DISPLAY_ON","GREEN-green.png"
33,243167,"VOICE_KEY",""
34,245158,"DISPLAY_ON","BROWN-brown.png"
34,245692,"VOICE_KEY",""
35,247561,"DISPLAY_ON","BROWN-red.png"
35,247972,"VOICE_KEY",""
36,249972,"DISPLAY_ON","BLUE-green.png"
36,250501,"VOICE_KEY",""
37,252289,"DISPLAY_ON","GREEN-green.png"
37,252844,"VOICE_KEY",""
38,254894,"DISPLAY_ON","PURPLE-brown.png"
38,255426,"VOICE_KEY",""
39,257258,"DISPLAY_ON","BROWN-blue.png"
39,257963,"VOICE_KEY",""
40,259952,"DISPLAY_ON","PURPLE-purple.png"
40,260362,"VOICE_KEY",""
41,262280,"DISPLAY_ON","BLUE-purple.png"
41,262674,"VOICE_KEY",""
42,264913,"DISPLAY_ON","BLUE-blue.png"
42,265311,"VOICE_KEY",""
43,267545,"DISPLAY_ON","RED-brown.png"
43,268231,"VOICE_KEY",""
44,270218,"DISPLAY_ON","GREEN-blue.png"
44,270836,"VOICE_KEY",""
45,273176,"DISPLAY_ON","BROWN-red.png"
45,273601,"VOICE_KEY",""
46,276002,"DISPLAY_ON","PURPLE-green.png"
46,276503,"VOICE_KEY",""
47,278235,"DISPLAY_ON","GREEN-red.png"
47,278636,"VOICE_KEY",""
48,280822,"DISPLAY_ON","PURPLE-purple.png"
48,281309,"VOICE_KEY",""
49,283085,"DISPLAY_ON","RED-red.png"
49,283659,"VOICE_KEY",""
50,286063,"DISPLAY_ON","GREEN-blue.png"
50,286456,"VOICE_KEY",""
