"trial","timestamp","event","data"
1,152879,"DISPLAY_ON","BLUE-red.png"
1,153484,"VOICE_KEY",""
2,155332,"DISPLAY_ON","GREEN-green.png"
2,155838,"VOICE_KEY",""
3,157681,"DISPLAY_ON","PURPLE-green.png"
3,158446,"VOICE_KEY",""
4,160428,"DISPLAY_ON","BLUE-blue.png"
4,161024,"VOICE_KEY",""
5,163335,"DISPLAY_ON","RED-purple.png"
5,164353,"VOICE_KEY",""
6,166599,"DISPLAY_ON","GREEN-green.png"
6,167417,"VOICE_KEY",""
7,169123,"DISPLAY_ON","GREEN-red.png"
7,169869,"VOICE_KEY",""
8,171722,"DISPLAY_ON","PURPLE-purple.png"
8,172144,"VOICE_KEY",""
9,174201,"DISPLAY_ON","BLUE-blue.png"
9,174708,"VOICE_KEY",""
10,176425,"DISPLAY_ON","BLUE-purple.png"
10,177238,"VOICE_KEY",""
11,179258,"DISPLAY_ON","GREEN-green.png"
11,179670,"VOICE_KEY",""
12,182014,"DISPLAY_ON","PURPLE-red.png"
12,182567,"VOICE_KEY",""
13,184946,"DISPLAY_ON","PURPLE-brown.png"
13,185857,"VOICE_KEY",""
14,187824,"DISPLAY_ON","BLUE-blue.png"
14,188234,"VOICE_KEY",""
15,190418,"DISPLAY_ON","RED-red.png"
15,190816,"VOICE_KEY",""
16,192652,"DISPLAY_ON","GREEN-blue.png"
16,193058,"VOICE_KEY",""
17,195324,"DISPLAY_ON","BROWN-green.png"
17,195958,"VOICE_KEY",""
18,198370,"DISPLAY_ON","BROWN-brown.png"
18,198972,"VOICE_KEY",""
19,201471,"DISPLAY_ON","BLUE-blue.png"
19,202078,"VOICE_KEY",""
20,204008,"DISPLAY_ON","BLUE-brown.png"
20,204441,"VOICE_KEY",""
21,206144,"DISPLAY_ON","RED-blue.png"
21,206899,"VOICE_KEY",""
22,208865,"DISPLAY_ON","GREEN-purple.png"
22,209613,"VOICE_KEY",""
23,211626,"DISPLAY_ON","PURPLE-red.png"
23,212514,"VOICE_KEY",""
24,214858,"DISPLAY_ON","RED-green.png"
24,215605,"VOICE_KEY",""
25,217538,"DISPLAY_ON","PURPLE-purple.png"
25,217971,"VOICE_KEY",""
26,220272,"DISPLAY_ON","GREEN-green.png"
26,220772,"VOICE_KEY",""
27,222932,"DISPLAY_ON","BLUE-green.png"
27,223749,"VOICE_KEY",""
28,225569,"DISPLAY_ON","PURPLE-purple.png"
28,226051,"VOICE_KEY",""
29,228262,"DISPLAY_ON","RED-red.png"
29,228670,"VOICE_KEY",""
30,231165,"DISPLAY_ON","BROWN-purple.png"
30,232023,"VOICE_KEY",""
31,233861,"DISPLAY_ON","RED-red.png"
31,234280,"VOICE_KEY",""
32,236707,"DISPLAY_ON","BROWN-blue.png"
32,237330,"VOICE_KEY",""
33,239543,"DISPLAY_ON","BROWN-green.png"
33,240137,"VOICE_KEY",""
34,241937,"DISPLAY_ON","BROWN-red.png"
34,243002,"VOICE_KEY",""
35,245124,"DISPLAY_ON","BLUE-brown.png"
35,245849,"VOICE_KEY",""
36,247615,"DISPLAY_ON","RED-brown.png"
36,248543,"VOICE_KEY",""
37,250326,"DISPLAY_ON","BROWN-brown.png"
37,251334,"VOICE_KEY",""
38,253055,"DISPLAY_ON","GREEN-brown.png"
38,253866,"VOICE_KEY",""
39,255915,"DISPLAY_ON","RED-red.png"
39,256484,"VOICE_KEY",""
40,258598,"DISPLAY_ON","PURPLE-purple.png"
40,258999,"VOICE_KEY",""
41,260717,"DISPLAY_ON","RED-blue.png"
41,261562,"VOICE_KEY",""
42,263490,"DISPLAY_ON","BROWN-brown.png"
42,263893,"VOICE_KEY",""
43,266148,"DISPLAY_ON","GREEN-green.png"
43,266685,"VOICE_KEY",""
44,268520,"DISPLAY_ON","BLUE-blue.png"
44,269289,"VOICE_KEY",""
45,271349,"DISPLAY_ON","BROWN-brown.png"
45,271832,"VOICE_KEY",""
46,273610,"DISPLAY_ON","GREEN-purple.png"
46,274357,"VOICE_KEY",""
47,276557,"DISPLAY_ON","RED-red.png"
47,276955,"VOICE_KEY",""
48,279251,"DISPLAY_ON","PURPLE-purple.png"
48,279647,"VOICE_KEY",""
49,282137,"DISPLAY_ON","PURPLE-blue.png"
49,282705,"VOICE_KEY",""
50,284939,"DISPLAY_ON","BROWN-brown.png"
50,285347,"VOICE_KEY",""
