"trial","timestamp","event","data"
1,170264,"DISPLAY_ON","GREEN-purple.png"
1,170673,"VOICE_KEY",""
2,172904,"DISPLAY_ON","BLUE-blue.png"
2,173304,"VOICE_KEY",""
3,175747,"DISPLAY_ON","RED-red.png"
3,176142,"VOICE_KEY",""
4,177966,"DISPLAY_ON","BROWN-blue.png"
4,178483,"VOICE_KEY",""
5,180725,"DISPLAY_ON","PURPLE-red.png"
5,181174,"VOICE_KEY",""
6,183027,"DISPLAY_ON","BROWN-green.png"
6,184010,"VOICE_KEY",""
7,185802,"DISPLAY_ON","BROWN-brown.png"
7,186361,"VOICE_KEY",""
8,188372,"DISPLAY_ON","BLUE-green.png"
8,189062,"VOICE_KEY",""
9,191047,"DISPLAY_ON","PURPLE-green.png"
9,191617,"VOICE_KEY",""
10,193970,"DISPLAY_ON","PURPLE-purple.png"
10,194372,"VOICE_KEY",""
11,196481,"DISPLAY_ON","RED-blue.png"
11,196928,"VOICE_KEY",""
12,198701,"DISPLAY_ON","PURPLE-purple.png"
12,199091,"VOICE_KEY",""
13,200993,"DISPLAY_ON","GREEN-green.png"
13,201392,"VOICE_KEY",""
14,203634,"DISPLAY_ON","RED-brown.png"
14,204092,"VOICE_KEY",""
15,205867,"DISPLAY_ON","BLUE-blue.png"
15,206268,"VOICE_KEY",""
16,208596,"DISPLAY_ON","RED-purple.png"
16,209652,"VOICE_KEY",""
17,211674,"DISPLAY_ON","PURPLE-purple.png"
17,212082,"VOICE_KEY",""
18,214322,"DISPLAY_ON","GREEN-green.png"
18,214726,"VOICE_KEY",""
19,216823,"DISPLAY_ON","BROWN-brown.png"
19,217239,"VOICE_KEY",""
20,219135,"DISPLAY_ON","GREEN-purple.png"
20,219530,"VOICE_KEY",""
21,221387,"DISPLAY_ON","BLUE-brown.png"
21,222018,"VOICE_KEY",""
22,224244,"DISPLAY_ON","BROWN-brown.png"
22,224910,"VOICE_KEY",""
23,227102,"DISPLAY_ON","RED-red.png"
24,229686,"DISPLAY_ON","BLUE-blue.png"
24,230077,"VOICE_KEY",""
25,232402,"DISPLAY_ON","BLUE-blue.png"
25,232794,"VOICE_KEY",""
26,234711,"DISPLAY_ON","BLUE-red.png"
26,235122,"VOICE_KEY",""
27,236876,"DISPLAY_ON","PURPLE-purple.png"
27,237404,"VOICE_KEY",""
28,239615,"DISPLAY_ON","BROWN-brown.png"
28,240020,"VOICE_KEY",""
29,242281,"DISPLAY_ON","PURPLE-red.png"
29,242708,"VOICE_KEY",""
30,244577,"DISPLAY_ON","BROWN-brown.png"
30,244989,"VOICE_KEY",""
31,247425,"DISPLAY_ON","GREEN-red.png"
31,248227,"VOICE_KEY",""
32,250567,"DISPLAY_ON","BLUE-blue.png"
32,251114,"VOICE_KEY",""
33,252852,"DISPLAY_ON","BROWN-green.png"
33,253422,"VOICE_KEY",""
34,255755,"DISPLAY_ON","RED-green.png"
34,256515,"VOICE_KEY",""
35,258703,"DISPLAY_ON","PURPLE-brown.png"
35,259244,"VOICE_KEY",""
36,261698,"DISPLAY_ON","BLUE-purple.png"
36,262095,"VOICE_KEY",""
37,263908,"DISPLAY_ON","GREEN-brown.png"
37,264302,"VOICE_KEY",""
38,266562,"DISPLAY_ON","PURPLE-blue.png"
38,266969,"VOICE_KEY",""
39,269269,"DISPLAY_ON","RED-red.png"
39,269666,"VOICE_KEY",""
40,271903,"DISPLAY_ON","BROWN-purple.png"
40,272718,"VOICE_KEY",""
41,274828,"DISPLAY_ON","GREEN-green.png"
41,275225,"VOICE_KEY",""
42,277027,"DISPLAY_ON","RED-red.png"
42,277435,"VOICE_KEY",""
43,279633,"DISPLAY_ON","GREEN-green.png"
43,280043,"VOICE_KEY",""
44,281788,"DISPLAY_ON","RED-red.png"
44,282180,"VOICE_KEY",""
45,284022,"DISPLAY_ON","GREEN-green.png"
45,284497,"VOICE_KEY",""
46,286306,"DISPLAY_ON","BROWN-red.png"
46,286910,"VOICE_KEY",""
47,289049,"DISPLAY_ON","GREEN-blue.png"
47,289561,"VOICE_KEY",""
48,291328,"DISPLAY_ON","PURPLE-purple.png"
48,291791,"VOICE_KEY",""
49,293851,"DISPLAY_ON","BLUE-brown.png"
49,294244,"VOICE_KEY",""
50,296120,"DISPLAY_ON","RED-blue.png"
50,296608,"VOICE_KEY",""
