"trial","timestamp","event","data"
1,162324,"DISPLAY_ON","GREEN-green.png"
1,162726,"VOICE_KEY",""
2,164516,"DISPLAY_ON","BLUE-blue.png"
2,164925,"VOICE_KEY",""
3,167315,"DISPLAY_ON","PURPLE-red.png"
3,168013,"VOICE_KEY",""
4,170441,"DISPLAY_ON","BLUE-brown.png"
4,171147,"VOICE_KEY",""
5,173452,"DISPLAY_ON","BLUE-red.png"
5,174210,"VOICE_KEY",""
6,176435,"DISPLAY_ON","RED-blue.png"
6,177004,"VOICE_KEY",""
7,178968,"DISPLAY_ON","GREEN-purple.png"
7,179383,"VOICE_KEY",""
8,181721,"DISPLAY_ON","RED-red.png"
8,182125,"VOICE_KEY",""
9,184144,"DISPLAY_ON","BROWN-green.png"
9,184667,"VOICE_KEY",""
10,186945,"DISPLAY_ON","RED-green.png"
10,187605,"VOICE_KEY",""
11,189947,"DISPLAY_ON","BROWN-brown.png"
11,190346,"VOICE_KEY",""
12,192453,"DISPLAY_ON","BROWN-purple.png"
12,193212,"VOICE_KEY",""
13,195219,"DISPLAY_ON","PURPLE-purple.png"
13,195771,"VOICE_KEY",""
14,197992,"DISPLAY_ON","BLUE-blue.png"
14,198469,"VOICE_KEY",""
15,200906,"DISPLAY_ON","GREEN-red.png"
15,201486,"VOICE_KEY",""
16,203404,"DISPLAY_ON","GREEN-green.png"
16,203805,"VOICE_KEY",""
17,206075,"DISPLAY_ON","BROWN-blue.png"
17,206764,"VOICE_KEY",""
18,208520,"DISPLAY_ON","RED-red.png"
18,208935,"VOICE_KEY",""
19,210862,"DISPLAY_ON","RED-red.png"
19,211255,"VOICE_KEY",""
20,213269,"DISPLAY_ON","BLUE-blue.png"
20,213747,"VOICE_KEY",""
21,216191,"DISPLAY_ON","RED-blue.png"
21,217063,"VOICE_KEY",""
22,219467,"DISPLAY_ON","BROWN-brown.png"
22,219864,"VOICE_KEY",""
23,222230,"DISPLAY_ON","PURPLE-blue.png"
23,222934,"VOICE_KEY",""
24,225403,"DISPLAY_ON","BLUE-blue.png"
24,225950,"VOICE_KEY",""
25,227974,"DISPLAY_ON","GREEN-purple.png"
25,228559,"VOICE_KEY",""
26,230606,"DISPLAY_ON","BROWN-red.png"
26,231464,"VOICE_KEY",""
27,233390,"DISPLAY_ON","BROWN-brown.png"
27,233790,"VOICE_KEY",""
28,235900,"DISPLAY_ON","BROWN-brown.png"
28,236317,"VOICE_KEY",""
29,238692,"DISPLAY_ON","PURPLE-purple.png"
29,239087,"VOICE_KEY",""
30,240797,"DISPLAY_ON","GREEN-green.png"
30,241283,"VOICE_KEY",""
31,243661,"DISPLAY_ON","PURPLE-brown.png"
31,244068,"VOICE_KEY",""
32,246450,"DISPLAY_ON","BLUE-green.png"
32,247123,"VOICE_KEY",""
33,249218,"DISPLAY_ON","BLUE-purple.png"
33,249681,"VOICE_KEY",""
34,251762,"DISPLAY_ON","RED-brown.png"
34,252218,"VOICE_KEY",""
35,254715,"DISPLAY_ON","GREEN-blue.png"
35,255356,"VOICE_KEY",""
36,257153,"DISPLAY_ON","GREEN-green.png"
36,257575,"VOICE_KEY",""
37,259401,"DISPLAY_ON","PURPLE-purple.png"
37,259961,"VOICE_KEY",""
38,262319,"DISPLAY_ON","PURPLE-red.png"
38,263136,"VOICE_KEY",""
39,265544,"DISPLAY_ON","PURPLE-purple.png"
39,266155,"VOICE_KEY",""
40,268148,"DISPLAY_ON","PURPLE-purple.png"
40,268559,"VOICE_KEY",""
41,270396,"DISPLAY_ON","BLUE-blue.png"
41,270930,"VOICE_KEY",""
42,273149,"DISPLAY_ON","RED-red.png"
42,273546,"VOICE_KEY",""
43,275325,"DISPLAY_ON","BLUE-brown.png"
43,275825,"VOICE_KEY",""
44,278213,"DISPLAY_ON","RED-purple.png"
44,278793,"VOICE_KEY",""
45,280868,"DISPLAY_ON","GREEN-green.png"
45,281276,"VOICE_KEY",""
46,283289,"DISPLAY_ON","GREEN-brown.png"
46,283915,"VOICE_KEY",""
47,286139,"DISPLAY_ON","BROWN-green.png"
47,286586,"VOICE_KEY",""
48,288773,"DISPLAY_ON","PURPLE-green.png"
48,289441,"VOICE_KEY",""
49,291239,"DISPLAY_ON","BROWN-brown.png"
49,291630,"VOICE_KEY",""
50,293759,"DISPLAY_ON","RED-red.png"
50,294166,"VOICE_KEY",""
