"trial","timestamp","event","data"
1,174086,"DISPLAY_ON","BLUE-purple.png"
1,174843,"VOICE_KEY",""
2,176587,"DISPLAY_ON","PURPLE-purple.png"
2,176994,"VOICE_KEY",""
3,179266,"DISPLAY_ON","PURPLE-blue.png"
3,179792,"VOICE_KEY",""
4,182084,"DISPLAY_ON","BLUE-blue.png"
4,182685,"VOICE_KEY",""
5,184540,"DISPLAY_ON","GREEN-green.png"
5,185281,"VOICE_KEY",""
6,187662,"DISPLAY_ON","RED-brown.png"
6,188145,"VOICE_KEY",""
7,190141,"DISPLAY_ON","PURPLE-purple.png"
7,190904,"VOICE_KEY",""
8,193317,"DISPLAY_ON","PURPLE-purple.png"
8,193716,"VOICE_KEY",""
9,196068,"DISPLAY_ON","GREEN-purple.png"
10,198942,"DISPLAY_ON","BROWN-brown.png"
10,199339,"VOICE_KEY",""
11,201083,"DISPLAY_ON","BROWN-brown.png"
11,201908,"VOICE_KEY",""
12,203739,"DISPLAY_ON","BROWN-brown.png"
12,204259,"VOICE_KEY",""
13,206468,"DISPLAY_ON","BLUE-green.png"
13,207470,"VOICE_KEY",""
14,209652,"DISPLAY_ON","RED-blue.png"
14,210504,"VOICE_KEY",""
15,212364,"DISPLAY_ON","GREEN-red.png"
15,212930,"VOICE_KEY",""
16,214946,"DISPLAY_ON","BROWN-blue.png"
16,215707,"VOICE_KEY",""
17,217464,"DISPLAY_ON","BROWN-purple.png"
17,218146,"VOICE_KEY",""
18,220087,"DISPLAY_ON","BLUE-red.png"
18,220875,"VOICE_KEY",""
19,222862,"DISPLAY_ON","GREEN-green.png"
19,223258,"VOICE_KEY",""
20,225409,"DISPLAY_ON","GREEN-green.png"
20,226114,"VOICE_KEY",""
21,228145,"DISPLAY_ON","BLUE-blue.png"
21,228544,"VOICE_KEY",""
22,230652,"DISPLAY_ON","BLUE-blue.png"
22,231179,"VOICE_KEY",""
23,233551,"DISPLAY_ON","RED-red.png"
23,234004,"VOICE_KEY",""
24,236158,"DISPLAY_ON","BLUE-blue.png"
24,236568,"VOICE_KEY",""
25,238502,"DISPLAY_ON","PURPLE-purple.png"
25,239102,"VOICE_KEY",""
26,241215,"DISPLAY_ON","BLUE-green.png"
26,241724,"VOICE_KEY",""
27,243775,"DISPLAY_ON","BROWN-brown.png"
27,244475,"VOICE_KEY",""
28,246688,"DISPLAY_ON","GREEN-red.png"
28,247810,"VOICE_KEY",""
29,249548,"DISPLAY_ON","RED-brown.png"
29,250077,"VOICE_KEY",""
30,252275,"DISPLAY_ON","RED-red.png"
30,252682,"VOICE_KEY",""
31,255171,"DISPLAY_ON","BROWN-green.png"
31,255668,"VOICE_KEY",""
32,258053,"DISPLAY_ON","BLUE-brown.png"
32,258544,"VOICE_KEY",""
33,260453,"DISPLAY_ON","GREEN-green.png"
33,260863,"VOICE_KEY",""
34,262721,"DISPLAY_ON","RED-purple.png"
34,263414,"VOICE_KEY",""
35,265858,"DISPLAY_ON","BLUE-blue.png"
35,266510,"VOICE_KEY",""
36,268333,"DISPLAY_ON","PURPLE-red.png"
36,268926,"VOICE_KEY",""
37,271309,"DISPLAY_ON","BROWN-red.png"
37,272098,"VOICE_KEY",""
38,274014,"DISPLAY_ON","RED-red.png"
38,274423,"VOICE_KEY",""
39,276423,"DISPLAY_ON","PURPLE-green.png"
39,276943,"VOICE_KEY",""
40,279197,"DISPLAY_ON","RED-green.png"
40,280020,"VOICE_KEY",""
41,282003,"DISPLAY_ON","BROWN-purple.png"
41,282462,"VOICE_KEY",""
42,284930,"DISPLAY_ON","GREEN-green.png"
42,285508,"VOICE_KEY",""
43,287469,"DISPLAY_ON","BROWN-brown.png"
43,287902,"VOICE_KEY",""
44,289869,"DISPLAY_ON","GREEN-brown.png"
44,290938,"VOICE_KEY",""
45,292948,"DISPLAY_ON","PURPLE-purple.png"
46,295504,"DISPLAY_ON","RED-red.png"
46,296138,"VOICE_KEY",""
47,298188,"DISPLAY_ON","RED-red.png"
47,298714,"VOICE_KEY",""
48,300800,"DISPLAY_ON","GREEN-blue.png"
48,301324,"VOICE_KEY",""
49,303148,"DISPLAY_ON","PURPLE-blue.png"
49,304007,"VOICE_KEY",""
50,305868,"DISPLAY_ON","PURPLE-brown.png"
50,306768,"VOICE_KEY",""
