"trial","timestamp","event","data"
1,154717,"DISPLAY_ON","RED-red.png"
1,155112,"VOICE_KEY",""
2,157513,"DISPLAY_ON","RED-red.png"
2,158085,"VOICE_KEY",""
3,160228,"DISPLAY_ON","RED-red.png"
3,160622,"VOICE_KEY",""
4,162857,"DISPLAY_ON","BROWN-brown.png"
4,163342,"VOICE_KEY",""
5,165727,"DISPLAY_ON","BROWN-blue.png"
5,166621,"VOICE_KEY",""
6,168781,"DISPLAY_ON","BROWN-red.png"
6,169774,"VOICE_KEY",""
7,172078,"DISPLAY_ON","PURPLE-brown.png"
7,172597,"VOICE_KEY",""
8,174865,"DISPLAY_ON","PURPLE-brown.png"
8,175344,"VOICE_KEY",""
9,177053,"DISPLAY_ON","BLUE-blue.png"
9,177450,"VOICE_KEY",""
10,179729,"DISPLAY_ON","GREEN-green.png"
10,180277,"VOICE_KEY",""
11,182064,"DISPLAY_ON","BROWN-red.png"
11,182842,"VOICE_KEY",""
12,184726,"DISPLAY_ON","BLUE-brown.png"
12,185325,"VOICE_KEY",""
13,187604,"DISPLAY_ON","GREEN-blue.png"
13,188366,"VOICE_KEY",""
14,190213,"DISPLAY_ON","RED-red.png"
14,190932,"VOICE_KEY",""
15,192979,"DISPLAY_ON","RED-red.png"
15,193398,"VOICE_KEY",""
16,195541,"DISPLAY_ON","BROWN-brown.png"
16,195947,"VOICE_KEY",""
17,198151,"DISPLAY_ON","BROWN-green.png"
17,198993,"VOICE_KEY",""
18,201139,"DISPLAY_ON","BROWN-brown.png"
18,201543,"VOICE_KEY",""
19,203559,"DISPLAY_ON","GREEN-green.png"
19,204053,"VOICE_KEY",""
20,205909,"DISPLAY_ON","BROWN-brown.png"
20,206321,"VOICE_KEY",""
21,208638,"DISPLAY_ON","BLUE-purple.png"
21,209034,"VOICE_KEY",""
22,211308,"DISPLAY_ON","PURPLE-red.png"
22,211984,"VOICE_KEY",""
23,214023,"DISPLAY_ON","BLUE-blue.png"
23,214434,"VOICE_KEY",""
24,216629,"DISPLAY_ON","GREEN-green.png"
24,217029,"VOICE_KEY",""
25,218869,"DISPLAY_ON","BLUE-purple.png"
25,219343,"VOICE_KEY",""
26,221745,"DISPLAY_ON","RED-green.png"
26,222556,"VOICE_KEY",""
27,224961,"DISPLAY_ON","PURPLE-blue.png"
27,225531,"VOICE_KEY",""
28,227511,"DISPLAY_ON","BLUE-blue.png"
28,228014,"VOICE_KEY",""
29,230393,"DISPLAY_ON","PURPLE-purple.png"
29,230796,"VOICE_KEY",""
30,233119,"DISPLAY_ON","RED-blue.png"
30,233700,"VOICE_KEY",""
31,235882,"DISPLAY_ON","GREEN-purple.png"
31,236584,"VOICE_KEY",""
32,238303,"DISPLAY_ON","BROWN-brown.png"
32,239010,"VOICE_KEY",""
33,241166,"DISPLAY_ON","RED-green.png"
33,241816,"VOICE_KEY",""
34,243694,"DISPLAY_ON","RED-brown.png"
34,244095,"VOICE_KEY",""
35,245975,"DISPLAY_ON","GREEN-blue.png"
35,246562,"VOICE_KEY",""
36,248785,"DISPLAY_ON","GREEN-red.png"
36,249249,"VOICE_KEY",""
37,251713,"DISPLAY_ON","GREEN-green.png"
37,252117,"VOICE_KEY",""
38,254077,"DISPLAY_ON","BLUE-blue.png"
38,254480,"VOICE_KEY",""
39,256720,"DISPLAY_ON","RED-purple.png"
39,257114,"VOICE_KEY",""
40,259293,"DISPLAY_ON","BROWN-purple.png"
40,259703,"VOICE_KEY",""
41,261515,"DISPLAY_ON","PURPLE-purple.png"
41,262002,"VOICE_KEY",""
42,263955,"DISPLAY_ON","PURPLE-purple.png"
42,264356,"VOICE_KEY",""
43,266191,"DISPLAY_ON","BLUE-green.png"
43,266951,"VOICE_KEY",""
44,269124,"DISPLAY_ON","PURPLE-green.png"
44,269903,"VOICE_KEY",""
45,272095,"DISPLAY_ON","GREEN-green.png"
45,272517,"VOICE_KEY",""
46,274736,"DISPLAY_ON","BLUE-blue.png"
46,275135,"VOICE_KEY",""
47,277073,"DISPLAY_ON","PURPLE-purple.png"
47,277478,"VOICE_KEY",""
48,279189,"DISPLAY_ON","PURPLE-purple.png"
48,279580,"VOICE_KEY",""
49,281538,"DISPLAY_ON","GREEN-brown.png"
49,282270,"VOICE_KEY",""
50,284468,"DISPLAY_ON","BLUE-red.png"
50,285438,"VOICE_KEY",""
