"trial","timestamp","event","data"
1,175592,"DISPLAY_ON","GREEN-green.png"
1,176159,"VOICE_KEY",""
2,178485,"DISPLAY_ON","BROWN-brown.png"
2,179142,"VOICE_KEY",""
3,181146,"DISPLAY_ON","BLUE-red.png"
3,182165,"VOICE_KEY",""
4,184646,"DISPLAY_ON","PURPLE-red.png"
4,185706,"VOICE_KEY",""
5,187558,"DISPLAY_ON","GREEN-green.png"
5,187963,"VOICE_KEY",""
6,190339,"DISPLAY_ON","GREEN-brown.png"
7,192874,"DISPLAY_ON","BLUE-red.png"
7,193606,"VOICE_KEY",""
8,195904,"DISPLAY_ON","PURPLE-blue.png"
8,196787,"VOICE_KEY",""
9,198786,"DISPLAY_ON","BLUE-purple.png"
9,199788,"VOICE_KEY",""
10,202184,"DISPLAY_ON","RED-red.png"
10,202671,"VOICE_KEY",""
11,204401,"DISPLAY_ON","BLUE-blue.png"
11,205056,"VOICE_KEY",""
12,207296,"DISPLAY_ON","BROWN-purple.png"
12,208304,"VOICE_KEY",""
13,210348,"DISPLAY_ON","GREEN-red.png"
13,211065,"VOICE_KEY",""
14,213288,"DISPLAY_ON","PURPLE-purple.png"
14,213804,"VOICE_KEY",""
15,215550,"DISPLAY_ON","PURPLE-purple.png"
15,216394,"VOICE_KEY",""
16,218182,"DISPLAY_ON","BROWN-blue.png"
16,219060,"VOICE_KEY",""
17,220860,"DISPLAY_ON","GREEN-green.png"
17,221346,"VOICE_KEY",""
18,223550,"DISPLAY_ON","RED-blue.png"
18,224304,"VOICE_KEY",""
19,226597,"DISPLAY_ON","PURPLE-purple.png"
19,227161,"VOICE_KEY",""
20,229443,"DISPLAY_ON","GREEN-green.png"
20,229857,"VOICE_KEY",""
21,231571,"DISPLAY_ON","BLUE-blue.png"
21,232047,"VOICE_KEY",""
22,234503,"DISPLAY_ON","BROWN-red.png"
22,235395,"VOICE_KEY",""
23,237748,"DISPLAY_ON","BLUE-blue.png"
23,238495,"VOICE_KEY",""
24,240483,"DISPLAY_ON","GREEN-blue.png"
24,240945,"VOICE_KEY",""
25,243377,"DISPLAY_ON","RED-brown.png"
25,244036,"VOICE_KEY",""
26,246200,"DISPLAY_ON","PURPLE-brown.png"
26,246802,"VOICE_KEY",""
27,248931,"DISPLAY_ON","BLUE-brown.png"
27,249591,"VOICE_KEY",""
28,251598,"DISPLAY_ON","BLUE-blue.png"
28,251997,"VOICE_KEY",""
29,253790,"DISPLAY_ON","GREEN-brown.png"
29,254714,"VOICE_KEY",""
30,257202,"DISPLAY_ON","BROWN-brown.png"
30,257614,"VOICE_KEY",""
31,260025,"DISPLAY_ON","BROWN-brown.png"
31,260506,"VOICE_KEY",""
32,262918,"DISPLAY_ON","RED-green.png"
32,263525,"VOICE_KEY",""
33,265599,"DISPLAY_ON","RED-red.png"
33,266003,"VOICE_KEY",""
34,268131,"DISPLAY_ON","BLUE-blue.png"
34,268714,"VOICE_KEY",""
35,270753,"DISPLAY_ON","RED-red.png"
35,271229,"VOICE_KEY",""
36,273489,"DISPLAY_ON","PURPLE-purple.png"
36,274035,"VOICE_KEY",""
37,276453,"DISPLAY_ON","PURPLE-green.png"
37,277240,"VOICE_KEY",""
38,279693,"DISPLAY_ON","GREEN-green.png"
38,280088,"VOICE_KEY",""
39,281842,"DISPLAY_ON","GREEN-purple.png"
39,282549,"VOICE_KEY",""
40,284945,"DISPLAY_ON","RED-red.png"
40,285337,"VOICE_KEY",""
41,287336,"DISPLAY_ON","BROWN-blue.png"
41,288430,"VOICE_KEY",""
42,290326,"DISPLAY_ON","BLUE-green.png"
42,291423,"VOICE_KEY",""
43,293437,"DISPLAY_ON","PURPLE-green.png"
43,294061,"VOICE_KEY",""
44,296486,"DISPLAY_ON","BROWN-green.png"
44,296997,"VOICE_KEY",""
45,299055,"DISPLAY_ON","RED-red.png"
45,299447,"VOICE_KEY",""
46,301656,"DISPLAY_ON","RED-purple.png"
46,302465,"VOICE_KEY",""
47,304429,"DISPLAY_ON","BROWN-brown.png"
47,304825,"VOICE_KEY",""
48,307302,"DISPLAY_ON","RED-purple.png"
48,308314,"VOICE_KEY",""
49,310420,"DISPLAY_ON","PURPLE-purple.png"
49,310813,"VOICE_KEY",""
50,312647,"DISPLAY_ON","BROWN-brown.png"
50,313049,"VOICE_KEY",""
