"trial","timestamp","event","data"
1,165294,"DISPLAY_ON","RED-purple.png"
1,165866,"VOICE_KEY",""
2,168190,"DISPLAY_ON","BLUE-green.png"
2,168653,"VOICE_KEY",""
3,170884,"DISPLAY_ON","BLUE-brown.png"
3,171454,"VOICE_KEY",""
4,173624,"DISPLAY_ON","PURPLE-blue.png"
4,174017,"VOICE_KEY",""
5,175868,"DISPLAY_ON","BROWN-brown.png"
5,176330,"VOICE_KEY",""
6,178485,"DISPLAY_ON","BLUE-blue.png"
6,179386,"VOICE_KEY",""
7,181635,"DISPLAY_ON","BLUE-green.png"
7,182179,"VOICE_KEY",""
8,183932,"DISPLAY_ON","BLUE-purple.png"
8,184657,"VOICE_KEY",""
9,186461,"DISPLAY_ON","BROWN-purple.png"
9,187263,"VOICE_KEY",""
10,189725,"DISPLAY_ON","BROWN-brown.png"
10,190122,"VOICE_KEY",""
11,192134,"DISPLAY_ON","PURPLE-purple.png"
11,192536,"VOICE_KEY",""
12,194453,"DISPLAY_ON","PURPLE-purple.png"
12,194843,"VOICE_KEY",""
13,197328,"DISPLAY_ON","GREEN-red.png"
13,198291,"VOICE_KEY",""
14,200780,"DISPLAY_ON","BLUE-blue.png"
14,201424,"VOICE_KEY",""
15,203918,"DISPLAY_ON","GREEN-purple.png"
15,204466,"VOICE_KEY",""
16,206957,"DISPLAY_ON","RED-red.png"
16,207394,"VOICE_KEY",""
17,209477,"DISPLAY_ON","GREEN-green.png"
17,209870,"VOICE_KEY",""
18,211899,"DISPLAY_ON","GREEN-green.png"
18,212499,"VOICE_KEY",""
19,214282,"DISPLAY_ON","PURPLE-purple.png"
19,214916,"VOICE_KEY",""
20,217185,"DISPLAY_ON","GREEN-green.png"
20,217627,"VOICE_KEY",""
21,219965,"DISPLAY_ON","GREEN-brown.png"
21,220897,"VOICE_KEY",""
22,222771,"DISPLAY_ON","BROWN-brown.png"
22,223182,"VOICE_KEY",""
23,224891,"DISPLAY_ON","PURPLE-blue.png"
23,225672,"VOICE_KEY",""
24,228132,"DISPLAY_ON","PURPLE-purple.png"
24,228537,"VOICE_KEY",""
25,230469,"DISPLAY_ON","RED-blue.png"
25,231063,"VOICE_KEY",""
26,232906,"DISPLAY_ON","BROWN-blue.png"
26,233298,"VOICE_KEY",""
27,235659,"DISPLAY_ON","BLUE-red.png"
27,236224,"VOICE_KEY",""
28,238451,"DISPLAY_ON","GREEN-green.png"
28,238858,"VOICE_KEY",""
29,240765,"DISPLAY_ON","PURPLE-green.png"
29,241491,"VOICE_KEY",""
30,243399,"DISPLAY_ON","RED-red.png"
30,243967,"VOICE_KEY",""
31,246199,"DISPLAY_ON","GREEN-red.png"
31,247010,"VOICE_KEY",""
32,248770,"DISPLAY_ON","BROWN-brown.png"
32,249177,"VOICE_KEY",""
33,251602,"DISPLAY_ON","GREEN-blue.png"
33,252495,"VOICE_KEY",""
34,254609,"DISPLAY_ON","BLUE-blue.png"
34,255004,"VOICE_KEY",""
35,257273,"DISPLAY_ON","RED-red.png"
35,257841,"VOICE_KEY",""
36,259668,"DISPLAY_ON","RED-green.png"
36,260162,"VOICE_KEY",""
37,262280,"DISPLAY_ON","BROWN-purple.png"
37,263091,"VOICE_KEY",""
38,265363,"DISPLAY_ON","BLUE-blue.png"
38,265760,"VOICE_KEY",""
39,267700,"DISPLAY_ON","BLUE-blue.png"
39,268100,"VOICE_KEY",""
40,270050,"DISPLAY_ON","PURPLE-purple.png"
40,270606,"VOICE_KEY",""
41,272672,"DISPLAY_ON","PURPLE-red.png"
41,273066,"VOICE_KEY",""
42,275519,"DISPLAY_ON","RED-brown.png"
42,276255,"VOICE_KEY",""
43,278699,"DISPLAY_ON","GREEN-green.png"
43,279342,"VOICE_KEY",""
44,281511,"DISPLAY_ON","PURPLE-brown.png"
44,281916,"VOICE_KEY",""
45,283763,"DISPLAY_ON","RED-red.png"
45,284173,"VOICE_KEY",""
46,286248,"DISPLAY_ON","RED-red.png"
46,286800,"VOICE_KEY",""
47,288668,"DISPLAY_ON","BROWN-red.png"
47,289145,"VOICE_KEY",""
48,291082,"DISPLAY_ON","RED-brown.png"
48,291821,"VOICE_KEY",""
49,294128,"DISPLAY_ON","BROWN-brown.png"
49,294542,"VOICE_KEY",""
50,296533,"DISPLAY_ON","BROWN-green.png"
50,297090,"VOICE_KEY",""
