"trial","timestamp","event","data"
1,153554,"DISPLAY_ON","BLUE-blue.png"
1,154226,"VOICE_KEY",""
2,156167,"DISPLAY_ON","GREEN-brown.png"
2,157256,"VOICE_KEY",""
3,159056,"DISPLAY_ON","PURPLE-purple.png"
3,159446,"VOICE_KEY",""
4,161465,"DISPLAY_ON","BROWN-blue.png"
4,162545,"VOICE_KEY",""
5,164298,"DISPLAY_ON","BLUE-blue.png"
5,165067,"VOICE_KEY",""
6,166994,"DISPLAY_ON","PURPLE-purple.png"
6,167392,"VOICE_KEY",""
7,169407,"DISPLAY_ON","BLUE-blue.png"
7,169811,"VOICE_KEY",""
8,171947,"DISPLAY_ON","BROWN-purple.png"
8,172584,"VOICE_KEY",""
9,174757,"DISPLAY_ON","GREEN-green.png"
9,175160,"VOICE_KEY",""
10,177443,"DISPLAY_ON","BROWN-red.png"
10,178183,"VOICE_KEY",""
11,180470,"DISPLAY_ON","BROWN-brown.png"
11,181150,"VOICE_KEY",""
12,182928,"DISPLAY_ON","BROWN-brown.png"
12,183710,"VOICE_KEY",""
13,185889,"DISPLAY_ON","GREEN-purple.png"
13,186989,"VOICE_KEY",""
14,188898,"DISPLAY_ON","BLUE-red.png"
14,189812,"VOICE_KEY",""
15,192198,"DISPLAY_ON","BROWN-green.png"
15,193021,"VOICE_KEY",""
16,194781,"DISPLAY_ON","BLUE-brown.png"
16,195900,"VOICE_KEY",""
17,197790,"DISPLAY_ON","RED-blue.png"
17,198684,"VOICE_KEY",""
18,201078,"DISPLAY_ON","RED-green.png"
18,201930,"VOICE_KEY",""
19,203721,"DISPLAY_ON","PURPLE-brown.png"
19,204556,"VOICE_KEY",""
20,206868,"DISPLAY_ON","GREEN-green.png"
20,207457,"VOICE_KEY",""
21,209725,"DISPLAY_ON","GREEN-green.png"
21,210178,"VOICE_KEY",""
22,211933,"DISPLAY_ON","PURPLE-blue.png"
22,212347,"VOICE_KEY",""
23,214289,"DISPLAY_ON","BROWN-brown.png"
23,215195,"VOICE_KEY",""
24,217079,"DISPLAY_ON","BROWN-brown.png"
24,217611,"VOICE_KEY",""
25,219611,"DISPLAY_ON","RED-green.png"
25,220769,"VOICE_KEY",""
26,222570,"DISPLAY_ON","PURPLE-purple.png"
26,223061,"VOICE_KEY",""
27,224901,"DISPLAY_ON","BLUE-purple.png"
27,225743,"VOICE_KEY",""
28,228008,"DISPLAY_ON","PURPLE-purple.png"
28,228455,"VOICE_KEY",""
29,230750,"DISPLAY_ON","PURPLE-green.png"
29,231497,"VOICE_KEY",""
30,233794,"DISPLAY_ON","GREEN-blue.png"
30,234674,"VOICE_KEY",""
31,237058,"DISPLAY_ON","PURPLE-brown.png"
31,237718,"VOICE_KEY",""
32,239705,"DISPLAY_ON","RED-red.png"
32,240301,"VOICE_KEY",""
33,242487,"DISPLAY_ON","BLUE-blue.png"
33,242999,"VOICE_KEY",""
34,245265,"DISPLAY_ON","BLUE-green.png"
34,245866,"VOICE_KEY",""
35,248193,"DISPLAY_ON","GREEN-green.png"
35,248628,"VOICE_KEY",""
36,250983,"DISPLAY_ON","GREEN-green.png"
36,251724,"VOICE_KEY",""
37,253952,"DISPLAY_ON","BLUE-purple.png"
37,254755,"VOICE_KEY",""
38,256554,"DISPLAY_ON","RED-red.png"
38,257207,"VOICE_KEY",""
39,259658,"DISPLAY_ON","RED-brown.png"
39,260327,"VOICE_KEY",""
40,262530,"DISPLAY_ON","BROWN-brown.png"
40,263280,"VOICE_KEY",""
41,265140,"DISPLAY_ON","RED-purple.png"
41,266026,"VOICE_KEY",""
42,268442,"DISPLAY_ON","RED-red.png"
42,269225,"VOICE_KEY",""
43,271474,"DISPLAY_ON","RED-red.png"
43,271868,"VOICE_KEY",""
44,274032,"DISPLAY_ON","GREEN-red.png"
44,274671,"VOICE_KEY",""
45,276679,"DISPLAY_ON","BLUE-blue.png"
45,277194,"VOICE_KEY",""
46,279203,"DISPLAY_ON","RED-red.png"
46,279685,"VOICE_KEY",""
47,281443,"DISPLAY_ON","BROWN-red.png"
47,282169,"VOICE_KEY",""
48,283998,"DISPLAY_ON","PURPLE-purple.png"
48,284447,"VOICE_KEY",""
49,286576,"DISPLAY_ON","PURPLE-red.png"
49,287316,"VOICE_KEY",""
50,289434,"DISPLAY_ON","GREEN-blue.png"
