"trial","timestamp","event","data"
1,161267,"DISPLAY_ON","BLUE-purple.png"
1,161947,"VOICE_KEY",""
2,163783,"DISPLAY_ON","RED-red.png"
2,164195,"VOICE_KEY",""
3,166143,"DISPLAY_ON","PURPLE-purple.png"
3,166543,"VOICE_KEY",""
4,168673,"DISPLAY_ON","BLUE-blue.png"
4,169380,"VOICE_KEY",""
5,171200,"DISPLAY_ON","RED-red.png"
5,171611,"VOICE_KEY",""
6,173970,"DISPLAY_ON","GREEN-purple.png"
6,175031,"VOICE_KEY",""
7,176954,"DISPLAY_ON","PURPLE-purple.png"
7,177351,"VOICE_KEY",""
8,179608,"DISPLAY_ON","GREEN-red.png"
8,180117,"VOICE_KEY",""
9,182116,"DISPLAY_ON","GREEN-brown.png"
9,182792,"VOICE_KEY",""
10,184516,"DISPLAY_ON","PURPLE-red.png"
10,185089,"VOICE_KEY",""
11,187029,"DISPLAY_ON","GREEN-green.png"
11,187435,"VOICE_KEY",""
12,189614,"DISPLAY_ON","RED-red.png"
12,190024,"VOICE_KEY",""
13,192477,"DISPLAY_ON","BLUE-blue.png"
13,192873,"VOICE_KEY",""
14,194835,"DISPLAY_ON","RED-green.png"
14,195491,"VOICE_KEY",""
15,197628,"DISPLAY_ON","GREEN-green.png"
15,198034,"VOICE_KEY",""
16,200506,"DISPLAY_ON","BLUE-brown.png"
16,201361,"VOICE_KEY",""
17,203339,"DISPLAY_ON","PURPLE-brown.png"
17,203751,"VOICE_KEY",""
18,205779,"DISPLAY_ON","GREEN-green.png"
18,206185,"VOICE_KEY",""
19,208216,"DISPLAY_ON","PURPLE-purple.png"
19,208607,"VOICE_KEY",""
20,210962,"DISPLAY_ON","BROWN-green.png"
20,211476,"VOICE_KEY",""
21,213186,"DISPLAY_ON","RED-purple.png"
21,214320,"VOICE_KEY",""
22,216630,"DISPLAY_ON","BLUE-blue.png"
22,217021,"VOICE_KEY",""
23,219395,"DISPLAY_ON","PURPLE-green.png"
23,220052,"VOICE_KEY",""
24,222135,"DISPLAY_ON","BROWN-purple.png"
24,223294,"VOICE_KEY",""
25,225439,"DISPLAY_ON","BROWN-brown.png"
25,225850,"VOICE_KEY",""
26,228049,"DISPLAY_ON","BLUE-green.png"
26,228796,"VOICE_KEY",""
27,231201,"DISPLAY_ON","PURPLE-blue.png"
27,231893,"VOICE_KEY",""
28,233844,"DISPLAY_ON","RED-red.png"
28,234310,"VOICE_KEY",""
29,236382,"DISPLAY_ON","GREEN-green.png"
29,236788,"VOICE_KEY",""
30,238939,"DISPLAY_ON","RED-blue.png"
30,239633,"VOICE_KEY",""
31,241676,"DISPLAY_ON","BROWN-green.png"
31,242076,"VOICE_KEY",""
32,244213,"DISPLAY_ON","BROWN-brown.png"
32,244662,"VOICE_KEY",""
33,247047,"DISPLAY_ON","BROWN-brown.png"
33,247579,"VOICE_KEY",""
34,249681,"DISPLAY_ON","GREEN-green.png"
34,250080,"VOICE_KEY",""
35,252174,"DISPLAY_ON","RED-red.png"
35,252581,"VOICE_KEY",""
36,255055,"DISPLAY_ON","BROWN-brown.png"
36,255683,"VOICE_KEY",""
37,257852,"DISPLAY_ON","PURPLE-purple.png"
37,258624,"VOICE_KEY",""
38,260982,"DISPLAY_ON","PURPLE-red.png"
38,261809,"VOICE_KEY",""
39,264204,"DISPLAY_ON","BLUE-brown.png"
39,264891,"VOICE_KEY",""
40,267361,"DISPLAY_ON","BROWN-blue.png"
40,268073,"VOICE_KEY",""
41,270303,"DISPLAY_ON","BLUE-blue.png"
41,270694,"VOICE_KEY",""
42,272565,"DISPLAY_ON","BROWN-red.png"
42,273455,"VOICE_KEY",""
43,275340,"DISPLAY_ON","BLUE-blue.png"
43,275739,"VOICE_KEY",""
44,277501,"DISPLAY_ON","BLUE-red.png"
44,277903,"VOICE_KEY",""
45,280261,"DISPLAY_ON","GREEN-purple.png"
45,280916,"VOICE_KEY",""
46,282875,"DISPLAY_ON","RED-blue.png"
46,283386,"VOICE_KEY",""
47,285497,"DISPLAY_ON","GREEN-blue.png"
47,286194,"VOICE_KEY",""
48,288349,"DISPLAY_ON","BROWN-brown.png"
48,288783,"VOICE_KEY",""
49,290750,"DISPLAY_ON","RED-brown.png"
49,291678,"VOICE_KEY",""
50,293623,"DISPLAY_ON","PURPLE-purple.png"
50,294030,"VOICE_KEY",""
